City,Last Sold For ($),Last Sold Year,Latitude (degrees),Longitude (degrees),Lot Size (sqft),Price ($),Price Sqr Ft,State,Year Built,Zipcode,airconditioning,area (sqft),basement,bathrooms,bedrooms,furnishingstatus,guestroom,hotwaterheating,mainroad,parking,prefarea,price,stories
Nashville,,,36.15748,-86.82088,0.34,500000.0,$130/sqft,TN,1925.0,37209.0,no,3960.0,no,1,3,2,no,no,yes,0,no,3990000,2
Washington,,,38.90917,-76.98376,,299900.0,$74/sqft,DC,1920.0,20002.0,no,3960.0,no,1,3,2,no,no,yes,0,no,3990000,2
Aurora,434500.0,2019.0,39.7247,-104.68591,6939.0,447900.0,$113/sqft,CO,2006.0,80018.0,no,3960.0,no,1,3,2,no,no,yes,0,no,3990000,2
Westminster,455000.0,2015.0,39.915833,-105.01815,7057.0,595900.0,$153/sqft,CO,2014.0,80234.0,no,3960.0,no,1,3,2,no,no,yes,0,no,3990000,2
Denver,435000.0,2013.0,39.67634,-104.87859,0.29,599900.0,$148/sqft,CO,1972.0,80231.0,no,3960.0,no,1,3,2,no,no,yes,0,no,3990000,2
Los Angeles,,,34.09248,-118.16283,4687.0,900000.0,$231/sqft,CA,1970.0,90032.0,no,3960.0,no,1,3,2,no,no,yes,0,no,3990000,2
Germantown,342000.0,2018.0,35.09241,-89.79673,0.38,349000.0,$87/sqft,TN,1973.0,38138.0,no,3960.0,no,1,3,2,no,no,yes,0,no,3990000,2
Portland,775000.0,2014.0,45.528046,-122.68897,3470.0,869900.0,$216/sqft,OR,1884.0,97209.0,no,3960.0,no,1,3,2,no,no,yes,0,no,3990000,2
Aurora,,,39.68165,-104.858215,9583.0,680985.0,$175/sqft,CO,,80014.0,no,3960.0,no,1,3,2,no,no,yes,0,no,3990000,2
Washington,,,38.90917,-76.98376,,299900.0,$74/sqft,DC,1920.0,20002.0,no,4050.0,yes,1,2,0,yes,no,yes,0,yes,3990000,2
Aurora,434500.0,2019.0,39.7247,-104.68591,6939.0,447900.0,$113/sqft,CO,2006.0,80018.0,no,4050.0,yes,1,2,0,yes,no,yes,0,yes,3990000,2
Portland,775000.0,2014.0,45.528046,-122.68897,3470.0,869900.0,$216/sqft,OR,1884.0,97209.0,no,4050.0,yes,1,2,0,yes,no,yes,0,yes,3990000,2
Richmond,230000.0,2017.0,37.4383,-77.5797,0.93,369950.0,$124/sqft,VA,1971.0,23236.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Minneapolis,243000.0,2003.0,44.90383,-93.28921,9912.0,499900.0,$165/sqft,MN,1950.0,55419.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Pittsburgh,125000.0,2007.0,40.42928,-79.97693,1300.0,199000.0,$65/sqft,PA,1900.0,15203.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Riverside,260000.0,2011.0,33.972282,-117.39299,6970.0,497000.0,$170/sqft,CA,1912.0,92506.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Milwaukee,277000.0,2008.0,43.03912,-88.00623,10454.0,369900.0,$125/sqft,WI,1954.0,53213.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
North Chesterfield,,,37.458992,-77.47071,,380950.0,$124/sqft,VA,2017.0,23236.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Sachse,,,32.979935,-96.58154,0.28,289000.0,$99/sqft,TX,1984.0,75048.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Washington,520000.0,2016.0,38.97481,-77.02589,4818.0,760000.0,$255/sqft,DC,1919.0,20012.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Portland,510000.0,2017.0,45.465218,-122.62525,5000.0,729900.0,$237/sqft,OR,1942.0,97202.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
San Francisco,910000.0,2011.0,37.76593,-122.42835,2500.0,2995000.0,"$1,007/sqft",CA,1908.0,94114.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Indianapolis,,,39.84517,-86.15344,5715.0,365000.0,$121/sqft,IN,1924.0,46205.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Phoenix,160000.0,1997.0,33.538006,-112.05481,0.26,529900.0,$176/sqft,AZ,1996.0,85014.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Lakewood,,,39.737957,-105.11324,0.46,600000.0,$204/sqft,CO,1954.0,80215.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Fort Worth,,,32.76259,-97.374626,0.31,779000.0,$255/sqft,TX,1960.0,76107.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Tucson,122500.0,1995.0,32.326584,-111.017784,0.8,440000.0,$147/sqft,AZ,1980.0,85741.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Winston Salem,,,36.115284,-80.27828,0.63,425000.0,$144/sqft,NC,1964.0,27104.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Indianapolis,,,39.923103,-86.1206,0.58,199900.0,$66/sqft,IN,1975.0,46240.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Spokane,,,47.603985,-117.38893,0.28,324900.0,$106/sqft,WA,1957.0,99223.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Santa Ana,555000.0,2013.0,33.760334,-117.83254,0.39,899000.0,$295/sqft,CA,1947.0,92705.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Glendale,377000.0,2017.0,33.701344,-112.18397,9051.0,449000.0,$145/sqft,AZ,1995.0,85310.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Seattle,,,47.599705,-122.285774,,2850000.0,$936/sqft,WA,1986.0,98144.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Atlanta,93000.0,2018.0,33.763336,-84.448265,0.44,335000.0,$114/sqft,GA,2003.0,30314.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Baltimore,,,39.321014,-76.60974,1652.0,150000.0,$49/sqft,MD,1900.0,21218.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Bakersfield,255000.0,2018.0,35.38275,-118.99559,7405.0,890000.0,$299/sqft,CA,1969.0,93305.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Detroit,50000.0,2008.0,42.33529,-83.06948,4748.0,335000.0,$114/sqft,MI,1915.0,48216.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Los Angeles,874000.0,2013.0,34.106243,-118.282455,8193.0,1825000.0,$609/sqft,CA,1928.0,90027.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Indianapolis,,,39.70711,-85.99331,8320.0,313990.0,$104/sqft,IN,2017.0,46239.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Brecksville,,,41.324986,-81.60881,0.98,419900.0,$140/sqft,OH,1853.0,44141.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Baton Rouge,,,30.414215,-91.0947,1.0,500000.0,$171/sqft,LA,1987.0,70809.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Houston,,,29.681307,-95.49135,8642.0,349900.0,$116/sqft,TX,1966.0,77096.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Huntingdon Valley,,,40.112717,-75.048546,,599990.0,$199/sqft,PA,,19006.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Washington,,,38.974293,-77.024796,5148.0,750000.0,$246/sqft,DC,1920.0,20012.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Oklahoma City,,,35.54171,-97.47962,1.01,385000.0,$129/sqft,OK,2018.0,73111.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Indianapolis,,,39.832348,-86.16793,0.39,295000.0,$101/sqft,IN,1920.0,46208.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
San Francisco,930000.0,2002.0,37.80525,-122.42221,2102.0,2595000.0,$874/sqft,CA,1883.0,94109.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Miami,,,25.628857,-80.433174,0.43,481694.0,$164/sqft,FL,1996.0,33196.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Cincinnati,,,39.03974,-84.25785,,419900.0,$139/sqft,OH,,45245.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Cincinnati,295000.0,2004.0,39.13637,-84.43563,6534.0,449900.0,$145/sqft,OH,1918.0,45208.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Indianapolis,,,39.8604,-86.10264,1.05,335000.0,$108/sqft,IN,1957.0,46220.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Portland,,,45.59303,-122.72028,10500.0,550000.0,$184/sqft,OR,1956.0,97203.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Spokane,100000.0,2017.0,47.662487,-117.38526,7031.0,154500.0,$51/sqft,WA,1906.0,99202.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Jacksonville,210000.0,2005.0,30.291128,-81.61281,0.98,183000.0,$62/sqft,FL,1947.0,32207.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Omaha,,,41.361996,-96.06161,6.61,499000.0,$168/sqft,NE,1963.0,68122.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Lubbock,,,33.560345,-101.89186,0.27,185900.0,$63/sqft,TX,1957.0,79413.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Cincinnati,119500.0,1999.0,39.178112,-84.4159,0.31,248900.0,$86/sqft,OH,1909.0,45213.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Seattle,85000.0,1996.0,47.638233,-122.3901,7000.0,899900.0,$296/sqft,WA,1947.0,98199.0,no,3000.0,no,1,3,1,no,no,yes,0,no,3920000,2
Queens Village,419120.0,2009.0,40.717525,-73.74376,3300.0,659000.0,$200/sqft,NY,1920.0,11428.0,no,3290.0,no,1,2,2,no,yes,yes,1,no,3920000,1
Washington,,,38.91722,-77.03989,1190.0,1400000.0,$418/sqft,DC,1907.0,20009.0,no,3290.0,no,1,2,2,no,yes,yes,1,no,3920000,1
Arlington,,,32.62817,-97.15422,,343990.0,$105/sqft,TX,,76001.0,no,3290.0,no,1,2,2,no,yes,yes,1,no,3920000,1
Lubbock,,,33.496597,-101.89941,9950.0,529900.0,$166/sqft,TX,2010.0,79423.0,no,3290.0,no,1,2,2,no,yes,yes,1,no,3920000,1
Littleton,510000.0,2007.0,39.621117,-105.13538,2.17,740000.0,$230/sqft,CO,1968.0,80127.0,no,3290.0,no,1,2,2,no,yes,yes,1,no,3920000,1
Torrance,595000.0,2013.0,33.82093,-118.30284,5518.0,949000.0,$291/sqft,CA,1959.0,90501.0,no,3290.0,no,1,2,2,no,yes,yes,1,no,3920000,1
Nashville,,,36.15748,-86.82088,0.34,500000.0,$130/sqft,TN,1925.0,37209.0,yes,3816.0,yes,1,2,2,no,no,yes,2,no,3920000,1
Westminster,455000.0,2015.0,39.915833,-105.01815,7057.0,595900.0,$153/sqft,CO,2014.0,80234.0,yes,3816.0,yes,1,2,2,no,no,yes,2,no,3920000,1
Chicago,,,41.781265,-87.69187,3750.0,199500.0,$53/sqft,IL,1929.0,60629.0,yes,3816.0,yes,1,2,2,no,no,yes,2,no,3920000,1
Aurora,,,39.68165,-104.858215,9583.0,680985.0,$175/sqft,CO,,80014.0,yes,3816.0,yes,1,2,2,no,no,yes,2,no,3920000,1
Philadelphia,350000.0,2019.0,39.970753,-75.13896,2300.0,2000000.0,$250/sqft,PA,1915.0,19122.0,yes,8080.0,no,1,3,1,no,no,yes,2,no,3920000,1
Apple Valley,236500.0,2004.0,44.719494,-93.20809,0.27,235288.0,$112/sqft,MN,1992.0,55124.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Chicago,120000.0,2004.0,41.71392,-87.62571,6150.0,129900.0,,IL,1923.0,60628.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Tucson,420000.0,2017.0,32.28143,-110.873795,1.21,445000.0,$208/sqft,AZ,2002.0,85750.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Miami,,,25.747858,-80.25186,,775000.0,$372/sqft,FL,2017.0,33145.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Cleveland,12000.0,2019.0,41.46261,-81.636055,5120.0,16700.0,$7/sqft,OH,1900.0,44105.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Las Vegas,280000.0,2003.0,36.12987,-115.21593,8276.0,368000.0,$170/sqft,NV,1977.0,89146.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Houston,,,29.568893,-95.10381,6229.0,235000.0,$108/sqft,TX,1978.0,77058.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Cleveland,120000.0,2019.0,41.512215,-81.56268,7500.0,126000.0,$60/sqft,OH,1920.0,44118.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Washington,220000.0,2018.0,38.863914,-76.9823,6496.0,269000.0,$122/sqft,DC,1918.0,20020.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Seattle,,,47.700806,-122.37008,5174.0,580900.0,$273/sqft,WA,2019.0,98117.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Baltimore,179900.0,2008.0,39.332104,-76.6074,1742.0,179900.0,$86/sqft,MD,1927.0,21218.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Houston,,,29.703234,-95.684586,5750.0,224000.0,$104/sqft,TX,2005.0,77083.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Lincoln,,,40.74859,-96.65601,7841.0,289900.0,$131/sqft,NE,1990.0,68516.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Cave Creek,362000.0,2019.0,33.79373,-111.98045,4500.0,375900.0,$169/sqft,AZ,2003.0,85331.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Plano,,,33.083275,-96.777084,6534.0,309000.0,$149/sqft,TX,1995.0,75024.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Thornton,195000.0,2007.0,39.93175,-104.942,4792.0,389900.0,$176/sqft,CO,1988.0,80241.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Chula Vista,405000.0,2014.0,32.64466,-117.087135,6234.0,629000.0,$288/sqft,CA,1947.0,91910.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Commerce City,,,39.87363,-104.337906,0.28,398990.0,$191/sqft,CO,2017.0,80022.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Dallas,,,32.82945,-96.692184,10402.0,395000.0,$193/sqft,TX,1955.0,75228.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Boise,,,43.58987,-116.29731,,454000.0,$206/sqft,ID,,83709.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Oak,,,29.548681,-98.35066,,268990.0,$124/sqft,TX,,78233.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Denver,584500.0,2016.0,39.73472,-104.95141,4690.0,640000.0,$289/sqft,CO,1918.0,80206.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
El Paso,,,31.865309,-105.9194,6098.0,251510.0,$115/sqft,TX,2019.0,79938.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Beachwood,285000.0,2011.0,41.495678,-81.51126,7200.0,299000.0,$133/sqft,OH,1964.0,44122.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Fort Wayne,,,41.07287,-85.31907,,230000.0,$103/sqft,IN,,46814.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Tampa,325000.0,2006.0,28.0793,-82.49881,0.28,299000.0,$140/sqft,FL,1983.0,33618.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Columbus,12900.0,2012.0,39.966354,-82.976425,3049.0,329900.0,$158/sqft,OH,1900.0,43203.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
North Richland Hills,,,32.883495,-97.22347,9000.0,304900.0,$142/sqft,TX,1991.0,76182.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Orlando,,,28.4197,-81.1903,6524.0,350990.0,$164/sqft,FL,2016.0,32832.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Fresno,140000.0,1997.0,36.87475,-119.769684,6500.0,365000.0,$170/sqft,CA,1990.0,93720.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Westerville,299600.0,2016.0,40.106884,-82.856255,5662.0,337000.0,$161/sqft,OH,2016.0,43081.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Indianapolis,,,39.719105,-86.123604,0.31,143900.0,$67/sqft,IN,1996.0,46237.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
New Orleans,,,29.956657,-90.125374,4800.0,469000.0,$212/sqft,LA,,70118.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Jamaica,420000.0,2009.0,40.69212,-73.754684,3780.0,699990.0,$318/sqft,NY,1930.0,11412.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Seattle,715000.0,2015.0,47.52227,-122.38432,6240.0,1100000.0,$493/sqft,WA,1951.0,98136.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Aurora,,,39.713272,-104.676605,,384990.0,$181/sqft,CO,,80018.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Cleveland,117400.0,2017.0,41.50536,-81.51739,8000.0,135000.0,$65/sqft,OH,1954.0,44121.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Atlanta,,,33.82544,-84.312355,0.5,459000.0,$224/sqft,GA,1954.0,30329.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Chamblee,564500.0,2015.0,33.870007,-84.315315,8712.0,659000.0,$296/sqft,GA,2013.0,30341.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Henderson,195600.0,2000.0,36.07174,-115.05685,7841.0,390000.0,$175/sqft,NV,1996.0,89014.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Fort Worth,,,32.648552,-97.38357,10400.0,254900.0,$119/sqft,TX,1974.0,76133.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Las Vegas,395820.0,2005.0,35.99369,-115.22533,4356.0,319900.0,$154/sqft,NV,2005.0,89141.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Chesapeake,71000.0,2019.0,36.788506,-76.33823,0.4,279900.0,$127/sqft,VA,1944.0,23323.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Phoenix,195736.0,2003.0,33.805874,-112.12449,6050.0,319900.0,$151/sqft,AZ,2003.0,85086.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
San Antonio,,,29.66876,-98.644745,5750.0,274490.0,$127/sqft,TX,2006.0,78255.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Indianapolis,,,39.812664,-86.31877,8886.0,186500.0,$91/sqft,IN,2019.0,46234.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Boise,,,43.593166,-116.22509,10454.0,429900.0,$200/sqft,ID,1930.0,83705.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Windsor Mill,175000.0,2009.0,39.360756,-76.75596,3936.0,215000.0,$97/sqft,MD,1977.0,21244.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Winston Salem,,,36.094193,-80.348885,0.5,195000.0,$89/sqft,NC,1966.0,27104.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Miami,1400000.0,2013.0,25.785202,-80.19012,,1380000.0,$655/sqft,FL,2009.0,33132.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Phoenix,205000.0,2004.0,33.485126,-112.09644,10163.0,360000.0,$167/sqft,AZ,1946.0,85015.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Aurora,252000.0,2019.0,39.709984,-104.84669,6882.0,369495.0,$169/sqft,CO,1962.0,80012.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
San Antonio,,,29.301855,-98.48758,5750.0,216500.0,$102/sqft,TX,2016.0,78221.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Saint Johns,,,30.113827,-81.53116,,303990.0,$146/sqft,FL,,32259.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Porter Ranch,,,34.2751,-118.573,,979995.0,$452/sqft,CA,,91326.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Oklahoma City,,,35.3513,-97.55518,0.38,225000.0,$107/sqft,OK,1987.0,73170.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Burleson,,,32.58702,-97.29332,6000.0,237990.0,$113/sqft,TX,2017.0,76028.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Philadelphia,83000.0,1998.0,39.947044,-75.247665,2970.0,329900.0,$159/sqft,PA,1920.0,19143.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Stockton,190000.0,2009.0,37.994526,-121.28729,3888.0,347900.0,$156/sqft,CA,2005.0,95210.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Graymoor Devondale,282000.0,2018.0,38.273735,-85.61289,0.33,269000.0,$125/sqft,KY,1961.0,40222.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Memphis,,,35.1039,-90.074554,0.28,52000.0,$23/sqft,TN,1957.0,38109.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Cincinnati,,,39.098583,-84.381454,,600000.0,$276/sqft,OH,,45230.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Garden City,,,43.66922,-116.2758,4965.0,459900.0,$215/sqft,ID,,83714.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Cincinnati,,,39.03974,-84.25785,,411900.0,$197/sqft,OH,,45245.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Kenmore,115000.0,2015.0,42.98043,-78.8733,10150.0,225000.0,$108/sqft,NY,1939.0,14217.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Verona,339700.0,2016.0,43.05791,-89.56444,3774.0,374900.0,$180/sqft,WI,2016.0,53593.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Phoenix,325000.0,2017.0,33.636787,-112.04665,8838.0,419000.0,$197/sqft,AZ,2014.0,85022.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Mesa,273966.0,2014.0,33.340023,-111.59435,10400.0,363545.0,$163/sqft,AZ,2010.0,85212.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Jacksonville,148000.0,2013.0,30.322914,-81.48142,5913.0,256520.0,$123/sqft,FL,2003.0,32225.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Plano,,,33.0673,-96.7698,8456.0,485999.0,$237/sqft,TX,,75023.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Spokane,192000.0,2015.0,47.692905,-117.45878,6900.0,294900.0,$143/sqft,WA,1925.0,99205.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Nashville,,,36.145866,-86.8746,0.33,329521.0,$157/sqft,TN,1967.0,37209.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Chicago,,,41.979366,-87.68221,8820.0,1050000.0,$504/sqft,IL,1955.0,60625.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
San Diego,620000.0,2007.0,32.95498,-117.09362,0.28,865000.0,$416/sqft,CA,1986.0,92128.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Austin,,,30.146214,-97.85142,0.27,391706.0,$178/sqft,TX,2019.0,78748.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Seattle,505000.0,2017.0,47.4775,-122.27524,0.46,564950.0,$269/sqft,WA,1937.0,98168.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
El Paso,,,31.8193,-106.1801,,222720.0,$103/sqft,TX,,79938.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Houston,,,29.550596,-95.080025,0.42,599000.0,$276/sqft,TX,1961.0,77058.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
San Antonio,,,29.573029,-98.447556,8799.0,254999.0,$118/sqft,TX,1979.0,78232.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Chicago,,,41.904427,-87.66994,,550000.0,$262/sqft,IL,2001.0,60622.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Columbus,200000.0,2016.0,40.009586,-82.861755,0.33,225000.0,$105/sqft,OH,1973.0,43230.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Middleburg Heights,,,41.359997,-81.802216,10500.0,199900.0,$90/sqft,OH,1972.0,44130.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Philadelphia,150000.0,2013.0,40.061146,-75.05784,2983.0,249900.0,$119/sqft,PA,1961.0,19111.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Arlington,,,32.6134,-97.0808,9235.0,277000.0,$129/sqft,TX,2008.0,76002.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Houston,,,29.996986,-95.49261,10485.0,139000.0,$64/sqft,TX,1973.0,77068.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Riverside,453000.0,2019.0,33.91461,-117.31523,7405.0,479900.0,$226/sqft,CA,1999.0,92508.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Indianapolis,,,39.757282,-86.18068,6011.0,44900.0,$22/sqft,IN,1900.0,46221.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Chicago,355000.0,2006.0,41.81335,-87.612144,4977.0,349000.0,$159/sqft,IL,2004.0,60653.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Dorchester,,,42.30111,-71.0642,,500000.0,$244/sqft,MA,1910.0,2122.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Henderson,,,36.06418,-114.96874,,449995.0,$214/sqft,NV,,89011.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Detroit,,,42.413643,-83.15491,5227.0,179999.0,$86/sqft,MI,1937.0,48221.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
San Jose,,,37.356308,-121.88574,7000.0,1098000.0,$534/sqft,CA,1915.0,95112.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Las Vegas,293000.0,2017.0,36.008327,-115.29041,4792.0,379000.0,$176/sqft,NV,2008.0,89178.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
Chugiak,,,61.416252,-149.42317,0.46,324000.0,$158/sqft,AK,1982.0,99567.0,no,2145.0,yes,2,4,0,no,no,yes,0,yes,3920000,1
